pH,ec,turbidity,temperature,label
4.565229861953917,3.689645749800544,46.552137869550144,25.216212409739672,SUSPICIOUS
5.9129287311628005,1.518477455137092,16.90449735595568,23.455742159340513,PURE
4.990029459690328,4.135585163746804,98.09946664326318,25.96546311917941,SUSPICIOUS
5.457129716394726,1.2245699864694999,18.29609217007244,24.069654822234224,PURE
5.567742857666798,1.0961967584194623,20.067174516118506,26.13075637198478,PURE
4.448078452714839,3.2173392243439456,54.0640970777968,23.867455561191996,SUSPICIOUS
4.2737172449941925,3.9199523436980384,89.2152454260267,23.68616718938321,SUSPICIOUS
5.717371418760053,1.5306364915023114,25.965933133196984,23.950309540689304,PURE
5.672327205009527,1.1648332704976885,8.646040394870722,24.123425983913137,PURE
4.537567350794372,3.5544165062994817,75.25945148910338,21.34045129768968,SUSPICIOUS
5.708512008717193,1.2549268106858675,13.84524941794481,25.050464819113486,PURE
5.634636185170236,0.8391060998990294,20.96550628984192,26.7699554940715,PURE
4.2935548964466825,2.689094666629078,72.52691464404421,21.64368577189725,SUSPICIOUS
5.438301279421362,1.2950239466835503,18.909331275292477,23.947972668919828,PURE
4.856109091668114,4.255854240071171,48.4258303252395,23.677618454566897,SUSPICIOUS
4.679220020954958,3.416002074532883,100.93787378864718,23.289240979393625,SUSPICIOUS
4.132817919971323,4.403046444079561,73.57553474102178,25.60522535747464,SUSPICIOUS
5.47965867755412,1.1227034690502498,21.19296229388687,24.26655150139988,PURE
4.111595557283728,2.8674431684623136,71.00486075837308,20.77227689800604,SUSPICIOUS
4.7945296460974784,3.238660080578932,54.90186152080538,22.209112490401417,SUSPICIOUS
4.386261677703754,3.1240709270537765,68.43326172193792,25.200614287841525,SUSPICIOUS
4.4389258919692915,4.679099642834126,67.46767415214984,25.13143699472036,SUSPICIOUS
4.422787038772997,3.466770452391141,72.11329370366806,21.89052380449225,SUSPICIOUS
4.6838321715187705,3.1268777758737585,71.84005473992194,26.088697950096492,SUSPICIOUS
5.617409413647634,1.3316221747000136,19.178072790542828,26.36935821859607,PURE
4.2921284406612275,2.787850881855317,68.19428254069602,24.428331112286486,SUSPICIOUS
4.269008030682407,4.004183115296571,77.51641254909768,22.677188023158422,SUSPICIOUS
5.827113128036119,1.1070527103943457,17.516434440648037,25.993728795198646,PURE
5.5158709354469275,1.3950712433899106,13.389173379111874,23.16678432125962,PURE
4.614580635669466,3.4743337286010556,76.4322475049586,23.081343938039343,SUSPICIOUS
4.461053790079972,3.7241402169219295,86.28973174262549,23.417222320366673,SUSPICIOUS
4.809085036209552,3.0932986682295303,72.64662332915837,22.28441068901901,SUSPICIOUS
4.531612651843788,3.731440634333706,78.80040702212912,24.462075809256152,SUSPICIOUS
5.668230394963328,1.2943141901908712,16.142795670021044,22.94981877759124,PURE
5.729537707620138,1.5244312394025268,11.007162130904295,22.536190120534002,PURE
5.123024395068252,4.145363068424976,70.92519774771958,24.430686247802736,SUSPICIOUS
4.402550584947413,3.2745834917724763,87.09817841693568,24.21441464214556,SUSPICIOUS
5.672279121101682,1.1193991929985436,18.092091895947757,23.224067324849443,PURE
6.370546298130944,0.8604244214822304,26.48228184145019,24.671562840025974,PURE
5.360758675183866,1.2627019272001279,16.369882339160796,24.294832164767364,PURE
